Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
GA,Dock Junction CDP,61.2,27.9,0.2,1.5,11.2
GA,Doerun,52.2,44.8,0.4,0.9,1.7
GA,Donalsonville,34.9,62.2,0,0.9,2.1
GA,Dooling town,23.4,65.6,0,0,9.7
GA,Doraville,44,9.6,1.2,17.7,49.4
GA,Douglas,41.6,52,0.2,0.9,6.3
GA,Douglasville,36,55.9,0.2,1.8,7.2
GA,Druid Hills CDP,78.3,7.7,0.2,11,2.9
GA,Dublin,38.1,57.6,0.2,2,2
GA,Dudley,83,15.6,0,0,1.8
GA,Duluth,48.7,20.2,0.4,22.3,14
GA,Dunwoody,69.8,12.6,0.3,11.1,10.3
GA,Du Pont town,58.3,40.8,0,0,2.5
GA,Dutch Island CDP,94.3,2.8,0,1.8,2.1
GA,Eagle Grove CDP,89.6,4.9,0,3.7,0
GA,East Dublin,43.5,53.7,0.1,0.2,2
GA,East Ellijay,75.1,2.2,0.7,0,26.4
GA,East Griffin CDP,68.2,27.2,0.3,0,4.1
GA,Eastman,58.8,36.5,0.3,1,4.7
GA,East Newnan CDP,53.4,18.7,0.7,0.1,32.7
GA,East Point,16.1,74.6,0.4,0.8,11.5
GA,Eatonton,34.7,57.3,0.2,0.5,8.1
GA,Edge Hill,100,0,0,0,0
GA,Edison,31.1,63.7,0.1,1,4.3
GA,Elberton,50.7,44.4,0.3,1,5.8
GA,Ellaville,59.2,36.1,0,0.7,4.2
GA,Ellenton town,74.4,14.6,0,0.7,19.6
GA,Ellijay,75.3,1.4,0.4,0.1,30.7
GA,Emerson,83.7,8.4,0.2,0.6,12.1
GA,Empire CDP,83.5,15.5,0.3,0.3,0.8
GA,Enigma town,81.4,6.3,0.1,1.1,12.8
GA,Ephesus,95.1,2.3,0,0.2,1.9
GA,Epworth CDP,98.5,0,0,0.4,0.4
GA,Eton,73.3,1.6,0.1,0.5,35.6
GA,Euharlee,84.4,11.1,0.4,0.3,4.7
GA,Evans CDP,79.9,11.4,0.2,5.1,3.8
GA,Experiment CDP,44,52.1,0.4,0.1,3.9
GA,Fairburn,20.1,69.9,0.4,1.7,11.9
GA,Fairmount,94.4,3.9,0.1,0.6,0.7
GA,Fair Oaks CDP,49.9,22.1,0.9,0.6,52.7
GA,Fairview CDP,92.8,3.9,0.3,0.5,1.3
GA,Fargo,75.7,19.3,2.8,0,1.6
GA,Fayetteville,55,33.9,0.4,6.6,4.8
GA,Fitzgerald,43.2,51.4,0.4,0.9,4.3
GA,Flemington,37.6,50.2,0,5.4,6.7
GA,Flovilla,50.4,48.7,0,0.3,1.4
GA,Flowery Branch,82,8.5,0.3,2.7,13.8
GA,Folkston,45.8,50.1,0.1,1.1,1
GA,Forest Park,31.7,37.7,0.5,7.9,34.3
GA,Forsyth,41.2,54.9,0.3,1.3,2.1
GA,Fort Gaines,24.2,74.5,0,0.1,0.3
GA,Fort Oglethorpe,88.6,4.7,0.3,2.7,2.7
GA,Fort Stewart CDP,65.2,24,0.8,1.7,11.8
GA,Fort Valley,13.6,81.6,0.2,0.3,5.8
GA,Franklin,66.2,27.4,0.6,1.4,2.9
GA,Franklin Springs,84,11.4,0,0.8,4.8
GA,Funston,66.1,23.8,0,0,14
GA,Gainesville,54.2,15.2,0.6,3.2,41.6
GA,Garden,49.2,37.4,0.4,1.4,16.7
GA,Garfield,82.6,16.9,0,0,0
GA,Gay town,80.9,16.9,0,0,2.2
GA,Geneva town,30.5,68.6,1,0,0
GA,Georgetown CDP,62.1,27.6,0.4,3.5,7.8
GA,Georgetown-Quitman County unified government,51.3,47.9,0.2,0.1,1.4
GA,Gibson,86.6,11.8,0.2,0,0.3
GA,Gillsville,98.3,0.4,0,0,1.7
GA,Girard town,67.9,31.4,0,0,0.6
GA,Glennville,63.2,31.4,0.6,1.1,5
GA,Glenwood,54.5,40.7,0.5,0.8,2.4
GA,Good Hope,98.2,0.7,0,0,1.1
GA,Gordon,47.9,49.7,0.1,0.8,1.2
GA,Graham,56.4,37.8,0,0,5.8
GA,Grantville,72.8,22.3,0.1,1.1,4.5
GA,Gray,69.4,28.1,0.1,0.6,1.3
GA,Grayson,62.8,23.8,0.4,9,4.8
GA,Greensboro,29.1,60.1,0.2,0.1,12.7
GA,Greenville,22.9,73.2,0.6,1.3,0.5
GA,Gresham Park CDP,8.4,89,0.1,0.3,1.5
GA,Griffin,42.8,52.2,0.3,1.1,4
GA,Grovetown,57.6,30,0.6,1.4,13.8
GA,Gumbranch,93.6,4.5,0.8,0,1.9
GA,Gumlog CDP,91.2,5.3,0.3,0.3,1.4
GA,Guyton,61.9,35.7,0.1,0.4,2.2
GA,Hagan,61.5,25.9,0,1.7,12.7
GA,Hahira,76.3,18.6,0.5,1.2,4.9
GA,Hamilton,65.4,32.7,0.1,0.2,2.4
GA,Hampton,52.7,39,0.2,0.8,8.6
GA,Hannahs Mill CDP,85.8,10.4,0.2,0.7,2.9
GA,Hapeville,42.8,28.8,0.6,5.7,35.1
GA,Haralson town,84.9,12,0,0,4.8
GA,Hardwick CDP,21.3,76.3,0.1,0.3,1.3
GA,Harlem,70.7,23.9,0.3,1.1,4.2
GA,Harrison town,23.5,72.6,0,0.8,2.5
GA,Hartwell,61.3,34.5,0.1,1.1,3.1
GA,Hawkinsville,50.4,46.9,0.2,0.9,1.8
GA,Hazlehurst,63.3,29.6,0.1,0.7,8
GA,Helen,92.5,0.6,0.4,4.7,3.5
GA,Helena,41,54,0,0.2,7.3
GA,Henderson CDP,68.1,21.1,0.2,5.9,6.8
GA,Hephzibah,62.1,33.7,0.2,0.4,3.1
GA,Heron Bay CDP,44.1,48.5,0.2,2.6,6.9
GA,Hiawassee,96.8,0.3,0.1,1.3,2.7
GA,Higgston town,74.9,20.7,0,0,4.6
GA,Hilltop CDP,11.1,88.9,0,0,0
GA,Hiltonia town,32.2,66.1,0.6,0,0.9
GA,Hinesville,40,47.4,0.5,2.6,11.5
GA,Hiram,60.8,32,0.3,1,7.5
GA,Hoboken,95.8,3.4,0.4,0,0.4
GA,Hogansville,53.2,43.2,0.3,0.4,2.5
GA,Holly Springs,85.7,7.2,0.3,1.8,7.9
GA,Homeland,90.9,7.3,0.7,0,1.2
GA,Homer town,92.2,3.9,0.8,0.1,3.4
GA,Homerville,53.1,42.6,0.6,0.2,2.1
GA,Hoschton,92.4,3.3,0.8,0.6,7.6
GA,Howard CDP,87.3,11.8,0.9,0,5.5
GA,Hull,71.7,13.6,0,0.5,17.2
GA,Ideal,29.5,66.1,0.2,0.6,1
GA,Ila,92.3,4.2,0,0,1.5
GA,Indian Springs CDP,93.4,1.6,0.3,1.2,2.7
GA,Iron town,84.5,15.2,0,0,0.3
GA,Irondale CDP,24,58.5,0.6,1.4,25.2
GA,Irwinton,37.4,55,0.3,0.5,8.1
GA,Isle of Hope CDP,96.5,1.5,0,1.2,1.3
GA,Ivey,93.6,2.1,1.2,0.2,1.4
GA,Jackson,55.3,40.9,0.2,0.5,2.9
GA,Jacksonville,53.6,46.4,0,0,0.7
GA,Jakin,65.2,31.6,1.9,0,1.3
GA,Jasper,93.1,3.1,0.2,0.2,3.7
GA,Jefferson,83.1,10,0.3,1.6,7.5
GA,Jeffersonville,37.7,59.1,0.1,0.4,2
GA,Jenkinsburg,63,35.4,0,0.3,1.9
GA,Jersey,94.2,2.9,0,0,0.7
GA,Jesup,53.1,40.1,0.6,0.9,9.2
GA,Johns Creek,63.5,9.2,0.1,23.4,5.2
GA,Jonesboro,35,58.2,0.1,2.1,7.2
GA,Junction town,19.8,76.3,0,0,3.4
GA,Kennesaw,64.2,22.3,0.4,5.3,10.8
GA,Keysville,38,56.6,0,1.8,3.6
GA,Kings Bay Base CDP,79.3,11.2,0.5,1.3,11.3
GA,Kingsland,69.3,23.1,0.5,2.3,5.5
GA,Kingston,67.2,29.8,0.3,0.5,0.6
GA,Kite,94.2,4.1,0.8,0.4,7.1
GA,Knoxville CDP,69.6,23.2,0,0,5.8
GA,LaFayette,88.6,7.5,0.4,0.9,2.1
GA,LaGrange,44.5,48,0.2,2.5,4.7
GA,Lake,31.2,42,0.2,14.9,15.3
GA,Lakeland,53.4,41.3,0.1,1.4,3.9
GA,Lake Park,78.6,14.2,0.3,0.7,5.7
GA,Lakeview CDP,94.5,1.4,0.6,1.1,1.3
GA,Lakeview Estates CDP,53.8,2.7,0.7,0.4,85.6
GA,Lavonia,67.2,24.3,0.4,0.5,10.7
GA,Lawrenceville,48,32,0.6,5.7,22.3
GA,Leary,22.5,76.1,0,1.1,0.6
GA,Leesburg,70.6,25.5,0.2,1,2.5
GA,Lenox town,56.4,36,0.2,0.9,6.4
GA,Leslie,52.6,42.3,0,1.2,5.9
GA,Lexington,75,23.7,0,0,0
GA,Lilburn,52.7,16.4,0.5,15.2,27.4
GA,Lilly,46.9,50.2,0,0,1.9
GA,Lincoln Park CDP,7.4,91.1,0.2,0.5,0.2
GA,Lincolnton,53.3,44.4,0.3,1.1,1
GA,Lindale CDP,89.9,4.2,0.1,1.1,4.9
GA,Lithia Springs CDP,45.7,40.1,0.4,1.4,17.6
GA,Lithonia,10.4,85.2,0.1,0.2,5.8
GA,Locust Grove,55.7,37.4,0.3,1.7,5.3
GA,Loganville,70,22.1,0.3,2.3,6.8
GA,Lone Oak town,70.7,26.1,0,3.3,0
GA,Lookout Mountain,97.9,0.6,0.1,0.2,1.4
GA,Louisville,28.5,70.4,0,0.6,0.7
GA,Lovejoy,18.8,71.1,0.5,0.7,13.6
GA,Ludowici,61.8,32,0.6,0.5,3.9
GA,Lula,86,7.4,0.7,1.1,5.3
GA,Lumber,47.8,51.1,0.1,0,1.1
GA,Lumpkin,15.4,33.2,0.2,1,51.1
GA,Luthersville,44.1,49.2,0.7,0.6,4.3
GA,Lyerly town,96.9,0.9,0,1.1,0.7
GA,Lyons,50.9,33.9,0.2,0.2,17.8
GA,Mableton CDP,45.6,39.5,0.7,2.2,18.5
GA,McCaysville,98.3,0.2,0,0.6,0.9
GA,McDonough,34.8,58.2,0.3,1.8,6.1
GA,McIntyre town,29.7,62.2,0.6,0,8.3
GA,Macon,28.6,67.9,0.2,0.8,2.5
GA,McRae,47.1,40.2,0.4,1.5,27.6
GA,Madison,50.8,45.6,0.1,1,2.6
GA,Manassas,52.1,38.3,0,0,11.7
GA,Manchester,47.8,48.4,0.1,1.9,1.7
GA,Mansfield,88,7.3,0.2,1.7,1.7
GA,Marietta,52.7,31.5,0.5,3,20.6
GA,Marshallville,23.1,75.6,0.1,0.1,1.5
GA,Martin town,83.5,15.5,0,0,1.6
GA,Martinez CDP,77.2,12.7,0.3,5.5,4.3
GA,Matthews CDP,68.7,28.7,0,0,5.3
GA,Maxeys town,92.9,5.8,0,0,0
GA,Maysville town,93.8,2.2,0,0.4,2.6
GA,Meansville,74.2,22.5,0,0,0.5
GA,Meigs,29.6,64.5,0.3,0,6.3
GA,Mendes CDP,98.4,0,0,0,1.6
GA,Menlo,96.2,2.7,0.6,0,0.2
GA,Metter,54.2,38.1,0.1,1.2,8.2
GA,Midville,48,49.8,0,0.7,1.9
GA,Midway,47.1,46.6,0.3,1.1,5.2
GA,Milan,82,17.9,0,0,0.6
GA,Milledgeville,53.4,42.2,0.1,1.7,2.3
GA,Millen,35.5,61.6,0.2,0.4,2.4
GA,Milner,77.9,19.2,0.3,0.5,0.3
GA,Milton,76.6,9,0.2,10.4,6
GA,Mineral Bluff CDP,98.7,0,0,0.7,0
GA,Mitchell town,88.4,11.1,0.5,0,3
GA,Molena,74.2,22.8,0,0.5,1.4
GA,Monroe,53.3,42.4,0.1,0.8,3.4
GA,Montezuma,22.2,73.9,0.5,2.1,1
GA,Montgomery CDP,79.3,8.8,0.4,1.4,11.6
GA,Monticello,40.2,56.5,0.3,0.3,4
GA,Montrose town,65.6,32.1,0,0,3.7
GA,Moody AFB CDP,70.7,15.8,0.3,1.6,11.4
GA,Moreland town,86.2,9.8,0,0.5,3
GA,Morgan,47.1,47.9,0,0.8,2.5
GA,Morganton,99,0,0,0,0.3
GA,Morrow,22.1,45.5,0.3,25.5,9.5
GA,Morven,36.5,56.8,0.2,0,8.5
GA,Moultrie,42.6,49.5,0.3,0.7,10.2
GA,Mountain town,86.2,0.5,1.2,0.7,16.3
GA,Mountain Park,97.4,0.7,0.4,0.4,3.1
GA,Mountain Park CDP,67.9,14.7,0.5,11.8,6.8
GA,Mount Airy town,81.3,2.3,0.2,7.9,11.9
GA,Mount Vernon,51.6,42.9,0,0.5,5.4
GA,Mount Zion,90.2,3.8,0.7,2.2,2.5
GA,Nahunta,80.6,17.2,0,0,2.1
GA,Nashville,74.8,21.2,0.4,0.4,3.2
GA,Nelson,92.1,4.5,0,0.5,1.1
GA,Newborn town,78.6,16.1,1.4,0.6,4.5
GA,Newington town,67.2,32.1,0.4,0,0
GA,Newnan,58.9,30.2,0.3,2.6,11
GA,Newton,42.7,51.5,0.3,0,7.2
GA,Nicholls,44.4,54.1,0.1,0.1,2.9
GA,Nicholson,90.2,4.9,0.2,0.7,4.7
GA,Norcross,40.8,19.8,0.7,12.8,39.4
GA,Norman Park,65.9,21.7,2.3,0.3,11.9
GA,Norristown CDP,89.8,6.8,0,0,0
GA,North Atlanta CDP,60.3,10.9,0.9,4.7,35.7
GA,North Decatur CDP,72.7,12.2,0.3,11.1,4
GA,North Druid Hills CDP,68.9,12.9,0.3,11.2,9.7
GA,North High Shoals town,94.2,3.1,0.2,1.1,3.7
GA,Norwood,32.6,66.9,0,0,0.8
GA,Nunez,65.3,29.3,0,0,8.2
GA,Oak Park town,87,4.1,0,0,9.7
GA,Oakwood,72.4,11.8,0.6,1.9,24
GA,Ochlocknee town,66,30.8,1,0,3.6
GA,Ocilla,39.5,57.7,0.1,0.8,1.9
GA,Oconee,65.5,33.7,0,0.4,1.6
GA,Odum,87.5,8.7,0.2,1.6,1.6
GA,Offerman,77.6,11.3,0.2,0.7,9.8
GA,Oglethorpe,29.1,67.3,0.1,1,3.2
GA,Oliver,45.2,53.6,0,0,0.8
GA,Omega,52.2,14.3,0.8,0.7,43.5
GA,Orchard Hill town,80.9,10.5,0,0.5,8.1
GA,Oxford,53.1,31.3,0.2,10.1,4.7
GA,Palmetto,33.2,57.4,0.1,0.7,12.7
GA,Panthersville CDP,1.7,96.5,0.1,0.3,1.1
GA,Parrott town,57.6,41.8,0,0,0.6
GA,Patterson,75.5,20.7,0.3,1,4.1
GA,Pavo,68.7,27.1,0.3,0,2.9
GA,Payne,32.6,65.1,0,0,1.4
GA,Peachtree,82.3,7.4,0.3,5.3,7.1
GA,Pearson,39,31.7,0.3,0.5,38.6
GA,Pelham,36.9,60.3,0.2,0.3,2.8
GA,Pembroke,60.5,34.6,0.5,1.3,3.2
GA,Pendergrass town,89.8,4,0.2,0.7,3.8
GA,Perkins CDP,95.6,3.3,0,0,0
GA,Perry,59.4,35.9,0.2,2,3
GA,Phillipsburg CDP,5.2,94.2,0.1,0.1,1.7
GA,Pinehurst,49.9,48.1,0,0,6.4
GA,Pine Lake,65.6,22.6,1,2.3,10.7
GA,Pine Mountain town,61.8,34.7,0.8,0.8,3
GA,Pineview town,32.9,64.1,0.6,0,1.5
GA,Pitts,75.3,23.4,0.3,0,0.6
GA,Plains,51.4,42.7,0,0,6.6
GA,Plainville,95.8,1.3,0,0,2.9
GA,Pooler,65.4,25.4,0.2,3.8,6.6
GA,Portal town,81.7,17.4,0,0.2,2.2
GA,Porterdale,66.5,27.5,0.4,0.1,4.2
GA,Port Wentworth,61.1,31.4,0.2,1.7,8.2
GA,Poulan,76.5,21.4,0.4,0.2,0.7
GA,Powder Springs,41.6,49.9,0.2,1.1,9.1
GA,Pulaski town,66.5,22.9,0,0,15.4
GA,Putney CDP,51.3,45.1,0.5,0.4,2
GA,Quitman,27,68.1,0.2,0.3,5.7
GA,Ranger town,100,0,0,0,1.5
GA,Raoul CDP,66.8,24.6,0.4,0.7,10.2
GA,Ray,71.5,21,0.6,0.4,6.1
GA,Rayle town,47.2,44.7,0,2.5,4.5
GA,Rebecca town,94.1,4.3,0.5,0,1.1
GA,Redan CDP,3,93.9,0.2,0.5,2.4
GA,Reed Creek CDP,93.9,4.2,0,0.7,1
GA,Register town,89.7,8.6,0,0.6,0
GA,Reidsville,49.3,47.4,0.1,0.5,5.2
GA,Remerton,64.6,29.3,0.4,0.8,4.9
GA,Rentz,87.1,9.2,0,0.3,1.7
GA,Resaca town,77.2,0.7,0.2,0.4,26.3
GA,Rest Haven town,88.7,1.6,0,0,9.7
GA,Reynolds,54.7,43.9,0,0.4,2.6
GA,Rhine town,67.3,29.9,0.3,0,4.8
GA,Riceboro,6.1,91.7,0,0.1,1.6
GA,Richland,28,69.4,0.2,0.5,2.2
GA,Richmond Hill,74.2,16.9,0.4,2.9,7.5
GA,Riddleville town,81.3,17.7,0,1,0
GA,Rincon town,71.8,21.1,0.3,1.9,4.8
GA,Ringgold,89.2,5.1,0.2,1.9,2.7
GA,Riverdale,8,80,0.3,6.8,6
GA,Riverside town,85.7,8.6,0,0,0
GA,Roberta,51.3,44,0.2,1.5,3.1
GA,Robins AFB CDP,72.6,18.5,0.3,2.1,9.2
GA,Rochelle,51.4,46.1,0,0.8,2.4
GA,Rockingham CDP,80.6,13.7,0,0,12.5
GA,Rockmart,74.4,20.8,0.3,0.9,2.6
GA,Rocky Ford town,64.6,30.6,0.7,0,2.1
GA,Rome,57.4,27.8,0.6,1.9,16.2
GA,Roopville town,81.7,17.9,0.5,0,0
GA,Rossville,88.1,8,0.3,0.4,2.8
GA,Roswell,74.7,11.7,0.3,4,16.6
GA,Royston,72.3,22.7,0.2,0.9,3.2
GA,Russell CDP,65.5,15.7,1.1,4.2,17
GA,Rutledge,65.2,32.8,0,0.5,0.6
GA,St. Marys,74.2,18.7,0.5,1.4,6
GA,St. Simons CDP,94.8,2.8,0.1,1,2.2
GA,Sale,73.9,15,0.5,1.3,10.5
GA,Salem CDP,1.6,97.7,0.3,0,0.3
GA,Sandersville,36.6,60.7,0.1,0.7,1.4
GA,Sandy Springs,65,20,0.3,5,14.2
GA,Santa Claus,92.1,5.5,0,0,5.5
GA,Sardis,43.6,54.9,0.4,0,0.7
GA,Sasser town,49.8,45.9,1.1,0,2.2
GA,Satilla CDP,93.8,1.2,0.2,1.2,7.4
GA,Sautee Nacoochee CDP,84,14.6,0,1.1,0
GA,Savannah,38.3,55.4,0.3,2,4.7
GA,Scotland,65.6,34.2,0,0,1.4
GA,Scottdale CDP,32.3,38.3,0.2,23.1,5.3
GA,Screven,64,33.7,0.8,0.3,1.7
GA,Senoia,80.3,14.5,0.3,1.6,5.6
GA,Seville CDP,87.6,9.9,0.5,0,2
GA,Shady Dale town,58.6,12.9,0,0,27.7
GA,Shannon CDP,95,1.3,0.2,0.6,2.3
GA,Sharon,42.1,53.6,0,0,4.3
GA,Sharpsburg town,89.4,8.2,0,0.9,6.5
GA,Shellman,31.5,68.1,0,0,0.1
GA,Shiloh,73.7,25.2,0,0,1.1
GA,Siloam town,26.6,70.6,0,1.1,0.4
GA,Skidaway Island CDP,96.5,0.8,0.1,1.9,1.3
GA,Sky Valley,97.1,0,0,1.8,1.5
GA,Smithville,23.5,75,1,0.2,0.9
GA,Smyrna,53.8,31.6,0.4,4.9,14.9
GA,Snellville,61,30,0.3,3.3,7.4
GA,Social Circle,60.7,35.9,0.2,0.6,3.1
GA,Soperton,40.8,57.5,0.3,0.1,1
GA,Sparks town,42.5,49.6,0,1.2,8.8
GA,Sparta,14.2,82.9,0.1,2.1,1
GA,Springfield,67.4,28.7,0.6,0.4,2.8
GA,Stapleton,66.2,30.8,0.5,0.2,1.4
GA,Statenville CDP,64.2,11.7,3.6,0.9,29.2
GA,Statesboro,54.4,40.1,0.2,2,3
GA,Statham,72.1,16.7,0.1,1.2,12.6
GA,Stillmore,37,57.9,0,0.4,4.5
GA,Stockbridge,28.8,55.7,0.3,7.6,9.5
GA,Stone Mountain,16.8,75.2,0.4,3.3,5.3
GA,Sugar Hill,72.4,9.8,0.3,6.3,19.6
GA,Summertown,60,37.5,0,0,0
GA,Summerville,72.2,24.3,0.4,0.2,2
GA,Sumner town,74.5,24.1,0,0,1.9
GA,Sunny Side,95.5,3,0,0,1.5
GA,Sunnyside CDP,85.3,10.4,0.5,0.8,2.7
GA,Sunset Village CDP,94.4,3.1,0.5,0,1.1
GA,Surrency town,57.2,30.3,1.5,1.5,8
GA,Suwanee,67.4,10.8,0.1,18,6.7
GA,Swainsboro,38.1,56.5,0.2,1.1,4.8
GA,Sycamore,61.7,35.9,0.6,0,2.8
GA,Sylvania,46.4,50.6,0.3,1.2,1.4
GA,Sylvester,38.5,59.6,0,0.6,1.1
GA,Talahi Island CDP,94.3,2.3,0.1,2.3,1.4
GA,Talbotton,15.1,84.1,0.2,0,1.9
GA,Talking Rock town,100,0,0,0,0
GA,Tallapoosa,92.3,4.8,0.1,0.8,0.6
GA,Tallulah Falls town,95.8,0,0.6,0,5.4
GA,Talmo town,96.1,0,0,1.7,5.6
GA,Tarrytown town,69,24.1,0,1.1,5.7
GA,Tate CDP,100,0,0,0,0
GA,Taylorsville town,89,3.3,1.4,0,5.2
GA,Temple,73.2,22.4,0.4,0.4,3.4
GA,Tennille,33.8,63.2,0.1,0.6,1.2
GA,The Rock CDP,95,1.3,0,0,6.3
GA,Thomaston,54.8,41.1,0.2,0.5,3.2
GA,Thomasville,43,53.8,0.3,0.8,2.3
GA,Thomson,34.7,62.7,0.3,0.3,1.5
GA,Thunderbolt town,52.9,35.1,0.6,4.6,9
GA,Tifton,52.3,36.3,0.2,1.9,11.4
GA,Tiger town,97.5,0,0,0,3.9
GA,Tignall town,49.1,49.6,0,0,1.3
GA,Toccoa,73.1,21.8,0.4,1.1,2.4
GA,Toomsboro,49.4,47.2,0.4,0,1.1
GA,Trenton,95.5,0.7,0.3,0.8,3.2
GA,Trion town,77.1,2.1,0.3,1,21
GA,Tucker CDP,63,22.3,0.4,7.4,10.6
GA,Tunnel Hill,93.5,3.7,0.7,0.2,3.5
GA,Turin town,90.9,8.4,0,0.4,1.5
GA,Twin,44.4,53.5,0.1,0.3,1.8
GA,Tybee Island,93.5,3.1,0.5,1.2,1.5
GA,Tyrone town,67.5,25.3,0.2,3.4,3.6
GA,Ty Ty,59.3,34.9,0.1,1,6.1
GA,Unadilla,34,62.5,0.1,0.5,6.3
GA,Union,11.1,82.3,0.2,0.9,7
GA,Union Point,42.2,53.2,0.5,0.3,5.3
GA,Unionville CDP,1,96.1,0.3,0.1,2.2
GA,Uvalda,60.4,34.8,0,0.5,3.2
GA,Valdosta,43.3,51.1,0.3,1.7,4
GA,Varnell,83,4.3,0.6,2.8,17.3
GA,Vernonburg town,98.4,0,0,1.6,0
GA,Vidalia,54.3,40.7,0.2,1.4,4.6
GA,Vidette,67.9,27.7,0,1.8,0.9
GA,Vienna,24.9,68.8,0.1,0.5,8
GA,Villa Rica,58.3,33.5,0.3,1.7,7.6
GA,Vinings CDP,63.5,28.1,0.2,4.2,5.2
GA,Waco,97.1,1.4,0,0.2,1.2
GA,Wadley,17.4,79.2,0.1,0.6,4.8
GA,Waleska,85.1,8.9,0.2,1.4,3.7
GA,Walnut Grove,90.1,5.3,0.3,0.7,3.5
GA,Walthourville,31.6,57.7,0.7,1.4,8.3
GA,Warm Springs,66.6,31.3,0.5,0.9,0.9
GA,Warner Robins,53.2,37.1,0.4,2.6,7.6
GA,Warrenton,27.2,70.6,0.3,0.8,1.3
GA,Warwick,35.2,63.8,0.2,0.5,0
GA,Washington,36,60.5,0.2,0.7,1.5
GA,Watkinsville,87.6,6.3,0.2,2.4,4.3
GA,Waverly Hall town,57.8,38.1,1,0.4,2.7
GA,Waycross,40.7,55.1,0.3,0.8,2.8
GA,Waynesboro,26.4,70.7,0,0.4,2
GA,Webster County unified government,54,42.3,0,0.3,3.5
GA,West Point,39.1,57.7,0.2,1,2.5
GA,Whigham,61.1,35.9,2.1,0,0.8
GA,White,85.5,3.4,0,0,11
GA,Whitemarsh Island CDP,82.6,8.5,0.1,6.1,3
GA,White Plains,59.2,40.5,0,0,0.4
GA,Whitesburg,85,12.8,0.2,0,3.6
GA,Willacoochee,44.4,36.2,1.1,0.2,23.1
GA,Williamson,84.1,9.9,0,0.6,0.9
GA,Wilmington Island CDP,91.1,3.8,0.2,2.6,3.1
GA,Winder,71.8,18.2,0.2,2,9.8
GA,Winterville,73.4,21.8,0.3,0.4,5.3
GA,Woodbine,57.2,39.4,0.8,0.1,2.3
GA,Woodbury,39.6,59.8,0,0.3,0.5
GA,Woodland,23.3,75.2,0.7,0,0
GA,Woodstock,79.3,10.2,0.2,4.5,9.7
GA,Woodville,29.3,68.8,0,0.3,1.2
GA,Woolsey town,94.9,3.2,0,0,1.3
GA,Wrens,32,64.7,0,0.5,2.5
GA,Wrightsville,42,55.6,0.4,0.4,1.1
GA,Yatesville town,78.4,18.8,0.3,0.3,0.3
GA,Yonah CDP,96.4,0.6,1.2,0,1
GA,Young Harris,92.4,2.8,0.4,1.3,4
GA,Zebulon,59.5,35.2,1.9,0.9,1.4
HI,Ahuimanu CDP,22,0.7,0.1,31.1,9.4
HI,Aiea CDP,15,0.7,0.1,57.7,6.2
HI,Ainaloa CDP,28.8,0.6,0.5,14.4,19
HI,Anahola CDP,17.3,0.2,0.6,6.4,9.8
HI,Captain Cook CDP,31.4,0.7,0.4,27.6,9.5
HI,Discovery Harbour CDP,56.6,0.7,0.5,10.1,8.2
HI,East Honolulu CDP,27.3,0.5,0.1,49.1,4.1
HI,Eden Roc CDP,46.2,0.4,0.5,4.5,16.2
HI,Eleele CDP,12.1,0.3,0.2,58.2,8.9
HI,Ewa Beach CDP,8.4,0.7,0.1,50.6,11.1
HI,Ewa Gentry CDP,16.2,3.6,0.2,44.3,12.3
HI,Ewa Villages CDP,4.7,0.6,0,59.5,11.2
HI,Fern Acres CDP,39.3,0.6,0.4,6.6,15.8
HI,Fern Forest CDP,49.3,0.8,0.9,7.8,13.5
HI,Haena CDP,66.8,0,0.2,1.6,4.4
HI,Haiku-Pauwela CDP,59.4,0.3,0.5,8.1,11
HI,Halaula CDP,15.4,0.6,0,31.1,20.7
HI,Halawa CDP,12.3,1.5,0.1,51.6,7.5
HI,Haleiwa CDP,24.7,0.4,0.3,33.6,11.2
HI,Haliimaile CDP,20.5,0.1,0.1,35,11.7
HI,Hana CDP,22.2,0.1,0.1,5,9.8
HI,Hanalei CDP,60.4,0,0.7,13.6,6.4
HI,Hanamaulu CDP,9.1,0.4,0.1,57,8
HI,Hanapepe CDP,16.8,0.1,0.3,43.4,8.9
HI,Hauula CDP,18.8,0.5,0.2,6.1,8.5
HI,Hawaiian Acres CDP,46.4,1.3,1,7.3,14.6
HI,Hawaiian Beaches CDP,31.8,0.8,0.7,14.9,17.8
HI,Hawaiian Ocean View CDP,48.7,0.6,0.9,5.5,10.6
HI,Hawaiian Paradise Park CDP,34.7,0.8,0.6,18.8,14.9
HI,Hawi CDP,22.6,0.1,0.3,18.8,17.9
HI,Heeia CDP,24.3,0.3,0.1,39.8,5.9
HI,Hickam Housing CDP,65.9,9.5,0.6,6.2,13.6
HI,Hilo CDP,17.6,0.5,0.3,34.3,10.4
HI,Holualoa CDP,55,0.7,0.4,16.3,9.5
HI,Honalo CDP,35.2,0.3,0.5,17,20.3
HI,Honaunau-Napoopoo CDP,39.5,0.3,0.2,15.1,14.4
HI,Honokaa CDP,24.2,0.2,0.1,35.9,11.5
HI,Honomu CDP,31,0.4,0,27.9,12.4
HI,Iroquois Point CDP,42.4,6.5,0.5,11.4,14.9
HI,Kaaawa CDP,34.4,0.9,0.2,6.4,10.4
HI,Kaanapali CDP,85.1,0,0.1,6.4,5.4
